Date,us_business_confidence,us_business_inventories,us_chicago_pmi,us_composite_pmi,us_consumer_confidence,us_consumer_credit_change,us_consumer_spending,us_core_pceinflation_rate,us_current_account,us_disposasble_personal_income,us_durable_goods_orders,us_exports,us_gdp,us_gdp_yoy,us_government_budget,us_government_debt_to_gdp,us_house_price_index,us_households_debt_to_gdp,us_imports,us_industrial_production,us_inflation_rate,us_interest_rate,us_manufacturing_pmi,us_manufacturing_production,us_money_supply_m2,us_non_manufacturing_pmi,us_personal_income_tax_rate,us_personal_savings_ratio,us_population,us_ppi_change_yoy,us_private_debt_to_gdp,us_producer_prices,us_retail_sales_yoy,us_services_pmi,us_unemployed_persons,us_unemployment_rate,us_wages,us_youth_unemployment_rate
01/01/1999,50.6,0,50.4,0,103.9,10.2,0,1.4,0,6742.4,4.5,78033,0,0,0,0,0.6,0,93980,3.7,1.7,4.75,50.6,4.1,4383.5,55.6,0,5.7,0,0.84,0,0,6.6,0,5976,4.3,13.27,10.2
01/02/1999,51.7,0.5,52.1,0,108.1,10.1,0,1.3,0,6762.6,-0.5,77635,0,0,0,0,0.4,0,96421,4.1,1.6,4.75,51.7,4.9,4406.5,54.4,0,5.6,0,0.46,0,0,7.7,0,6111,4.4,13.3,10.1
01/03/1999,52.4,0.7,55.6,0,105.7,9.6,7618.7,1.2,-60841,6775,-0.5,78449,0,4.8,0,0,0.4,64.7,96350,4.2,1.7,4.75,52.4,4.9,4413.7,55.3,0,5.3,0,0.77,0,0,7.6,0,5783,4.2,13.33,9.9
01/04/1999,52.3,0.3,61.2,0,104.6,6.8,0,1.3,0,6793.4,-0.9,78872,0,0,0,0,0.5,0,97125,4.1,2.3,4.75,52.3,4.8,4441.4,55.5,0,4.5,0,1.15,0,0,7,0,6004,4.3,13.38,10
01/05/1999,54.3,0.3,57.4,0,106.8,10.5,0,1.2,0,6810.3,1.6,78939,0,0,0,0,0.6,0,99168,4.2,2.1,4.75,54.3,5.3,4465.3,55.3,0,4.3,0,1.38,0,0,7.5,0,5796,4.2,13.43,9.6
01/06/1999,55.8,0.3,56.5,0,107.3,11.2,7731.5,1.4,-68085,6835,-1.8,79234,0,4.6,0,0,0.5,65.1,102349,4.7,2,5,55.8,5.7,4487,56.7,0,4.2,0,1.53,0,0,6.9,0,5951,4.3,13.47,10
01/07/1999,53.6,0.5,58.8,0,106,13.1,0,1.3,0,6860.7,3.6,80449,0,0,0,0,0.5,0,103870,5.7,2.1,5,53.6,6.6,4514,56.2,0,4.1,0,1.45,0,0,8.4,0,6025,4.3,13.52,9.9
01/08/1999,54.8,0.2,58.6,0,104.5,10.9,0,1.1,0,6902.1,0.2,81943,0,0,0,0,0.6,0,104920,4,2.3,5.25,54.8,4.7,4531.4,56.4,0,4,0,2.3,0,0,10.1,0,5838,4.2,13.54,9.6
01/09/1999,57,0.6,52,0,107.2,7.8,7819.3,1.4,-76889,6921.2,-0.3,83163,0,4.6,0,0,0.3,65.7,106063,3.8,2.6,5.25,57,4.5,4547,56.2,0,3.5,0,3.14,0,0,9.6,0,5915,4.2,13.61,10.2
01/10/1999,57.2,0.3,59.1,0,103.2,6.2,0,1.4,0,6975.5,3,83565,0,0,0,0,0.6,0,107096,4.4,2.6,5.25,57.2,5,4570.5,57.6,0,3.9,0,2.82,0,0,8,0,5778,4.1,13.64,10
01/11/1999,58.1,1.1,59.4,0,107.2,8.1,0,1.5,0,7031.1,-4.1,84441,0,0,0,0,0.4,0,109665,4.9,2.6,5.5,58.1,5.5,4589.3,54.9,0,4.1,0,3.06,0,0,8.4,0,5716,4.1,13.66,9.9
01/12/1999,57.8,0.8,56.7,0,105.4,5.8,7934.1,1.4,-82546,7106.1,5.2,85142,9660.62,4.7,1.3,58.9,0.5,66,111479,5.3,2.7,5.5,57.8,5.6,4617,56.9,0,3.7,279.04,2.9,173.3,0,9.4,0,5653,4,13.7,9.6
01/01/2000,56.7,0.2,59.3,0,111.4,7.4,0,1.5,0,7186.2,2.6,85646,0,0,0,0,1.2,0,112733,4.8,2.7,5.5,56.7,5.4,4645.6,56.6,0,4.7,0,2.51,0,0,8.6,0,5708,4,13.75,9.4
01/02/2000,55.8,0.6,57.2,0,111.3,10.7,0,1.7,0,7236.8,-8.7,86142,0,0,0,0,-0.1,0,116071,4.6,3.2,5.75,55.8,4.7,4658.7,56.2,0,4.2,0,3.98,0,0,9,0,5858,4.1,13.8,9.9
01/03/2000,54.9,0.4,56.3,0,107.1,12.3,8054.9,1.8,-94940,7285.9,4.5,87368,0,4.2,0,0,0.8,65.7,118523,4.8,3.8,6,54.9,5.5,4689.6,57.4,0,3.9,0,4.35,0,0,9.8,0,5733,4,13.84,9.6
01/04/2000,54.7,0.6,55.6,0,109.2,9.1,0,1.7,0,7309.2,1.5,88855,0,0,0,0,0.7,0,117655,5.3,3.1,6,54.7,5.8,4742.9,58,0,4.4,0,3.64,0,0,7.4,0,5481,3.8,13.9,9.2
01/05/2000,53.2,0.6,53.5,0,110.7,13,0,1.7,0,7342.2,-3.3,88017,0,0,0,0,0.5,0,117830,4.7,3.2,6.5,53.2,4.7,4733.6,57.7,0,4.3,0,3.7,0,0,6.5,0,5758,4,13.94,9.8
01/06/2000,51.4,0.9,53.4,0,106.4,26,8132.2,1.7,-96866,7383.3,16.5,90771,0,5.3,0,0,0.7,66.1,121737,5,3.7,6.5,51.4,5.3,4750.8,56.9,0,4.2,0,4.45,0,0,7,0,5651,4,13.98,9.3
01/07/2000,52.5,0.1,52.1,0,108.3,20.2,0,1.8,0,7440.1,-13.9,90421,0,0,0,0,0.5,0,121848,4.2,3.7,6.5,52.5,4.9,4768.7,55.3,0,4.6,0,4.29,0,0,5.9,0,5747,4,14.03,9.3
01/08/2000,49.9,0.7,47.2,0,107.3,21.9,0,1.8,0,7479,-0.3,92424,0,0,0,0,0.4,0,122459,3.4,3.4,6.5,49.9,3.6,4796.7,57.6,0,4.6,0,3.37,0,0,4.9,0,5853,4.1,14.07,9.3
01/09/2000,49.7,0,50.1,0,106.8,17.4,8211.3,1.8,-104933,7511.8,5.9,92347,0,4.1,0,0,0.6,66.9,126365,4.3,3.5,6.5,49.7,4.4,4832.3,56.7,0,3.8,0,3.49,0,0,6.2,0,5625,3.9,14.13,8.9
01/10/2000,48.7,0.5,48,0,105.8,15.6,0,1.8,0,7534.2,-6.9,91511,0,0,0,0,0.6,0,124734,2.6,3.4,6.5,48.7,2.6,4848.7,56.7,0,4,0,3.7,0,0,5.8,0,5534,3.9,14.18,8.9
01/11/2000,48.5,0.6,43.7,0,107.6,16.4,0,1.9,0,7539.3,1.7,91388,0,0,0,0,0.6,0,123996,2.1,3.4,6.5,48.5,1.7,4859.6,56.2,0,3.8,0,3.78,0,0,4.2,0,5639,3.9,14.24,9.1
01/12/2000,43.9,-0.1,45.3,0,98.4,16,8284.4,1.8,-106712,7558,-0.4,90431,10284.78,2.9,2.3,55.5,0.6,67.7,123885,1.1,3.4,6.5,43.9,0.5,4903.7,54,0,3.5,282.17,3.56,180.9,0,2.2,0,5634,3.9,14.29,9.2
01/01/2001,42.3,0.2,42.5,0,94.7,12.9,0,1.9,0,7633.7,-6.2,90331,0,0,0,0,0.6,0,125148,0.4,3.7,5.5,42.3,-0.2,4953.5,51.6,0,4,0,4.83,0,0,4,0,6023,4.2,14.29,9.6
01/02/2001,42.1,-0.5,41.6,0,90.6,18.9,0,1.9,0,7659.6,1.8,90181,0,0,0,0,0.7,0,119530,-0.5,3.5,5.5,42.1,-1,4991.3,51.3,0,4.1,0,3.97,0,0,2.5,0,6089,4.2,14.37,9.6
01/03/2001,43.1,-0.5,35.1,0,91.5,11.8,8319.4,1.8,-105283,7683.9,1.1,88454,0,2.3,0,0,0.6,67.7,121186,-1.1,2.9,5,43.1,-1.9,5048.1,50.7,0,4.5,0,3,0,0,0.5,0,6141,4.3,14.42,9.8
01/04/2001,42.7,-0.1,39.4,0,88.4,12.6,0,1.9,0,7680.7,-5.7,86748,0,0,0,0,0.6,0,117966,-2.1,3.3,4.5,42.7,-2.9,5107.5,48.3,0,4.3,0,3.73,0,0,3.6,0,6271,4.4,14.45,10.2
01/05/2001,41.3,-0.2,37.6,0,92,8.1,0,1.8,0,7685.5,3.4,87256,0,0,0,0,0.5,0,114702,-2.9,3.6,4,41.3,-3.4,5110,49,0,3.7,0,3.93,0,0,3.7,0,6226,4.3,14.5,9.9
01/06/2001,43.2,-0.8,41.4,0,92.6,11.2,8340.8,2,-94693,7700.6,-0.8,85035,0,0.9,0,0,0.5,69.1,114175,-3.6,3.2,3.75,43.2,-4.3,5150.5,50.1,0,3.7,0,2.6,0,0,2.5,0,6484,4.5,14.55,10.4
01/07/2001,43.5,-0.7,39.3,0,92.4,5,0,2,0,7813.9,-3.5,82833,0,0,0,0,0.6,0,112914,-4,2.7,3.75,43.5,-4.8,5180.1,48.1,0,5,0,1.37,0,0,2.5,0,6583,4.6,14.55,10.2
01/08/2001,46.3,-0.1,43.1,0,91.5,9,0,2,0,7950,0.2,83787,0,0,0,0,0.5,0,111958,-3.9,2.7,3.5,46.3,-4.6,5213.3,46.9,0,6.1,0,1.95,0,0,3.1,0,7042,4.9,14.6,11.2
01/09/2001,46.2,-0.5,46.8,0,81.8,7.9,8371.2,1.2,-103211,7866.2,-3.7,77367,0,0.5,0,0,0.5,70.4,108508,-4.6,2.6,3,46.2,-5.2,5324.1,49.5,0,6.3,0,1.58,0,0,-0.5,0,7142,5,14.64,10.8
01/10/2001,40.8,-1.6,45.2,0,82.7,15.6,0,1.8,0,7771.7,4.5,77883,0,0,0,0,0.6,0,108722,-4.8,2.1,2.5,40.8,-5.5,5310,44.8,0,2.7,0,-0.29,0,0,6.4,0,7694,5.3,14.66,11.5
01/11/2001,44.1,-1.1,43.1,0,83.9,28,0,1.8,0,7785,-4.5,77999,0,0,0,0,0.3,0,107735,-5.3,1.9,2,44.1,-5.6,5353,48.2,0,3.4,0,-1.21,0,0,4,0,8003,5.5,14.72,11.6
01/12/2001,45.3,-0.7,42,0,88.8,10,8499.1,1.7,-86499,7796.3,0.9,77780,10621.82,0.2,1.2,54.6,0.7,71.8,104618,-5,1.6,1.75,45.3,-4.8,5405.7,49.7,0,3.8,285.08,-1.65,184.2,0,2.9,0,8258,5.7,14.75,12.2
01/01/2002,47.5,-0.1,45.2,0,93,-0.4,0,1.4,0,7967.6,-2.1,78920,0,0,0,0,0.6,0,108275,-3.8,1.1,1.75,47.5,-3.7,5425.9,48.9,0,5.6,0,-2.69,0,0,1.7,0,8182,5.7,14.76,12.1
01/02/2002,50.7,-0.5,50.7,0,90.7,14.5,0,1.5,0,7989.2,6.6,78880,0,0,0,0,0.6,0,111167,-3.2,1.1,1.75,50.7,-3.1,5455.6,52.7,0,5.3,0,-2.62,0,0,2.2,0,8215,5.7,14.78,11.8
01/03/2002,52.4,-0.4,55.2,0,95.7,12.8,8524.6,1.5,-102150,8007.8,-1.9,79601,0,1.4,0,0,0.6,72.5,110425,-2.1,1.5,1.75,52.4,-2.1,5466.4,52.8,0,5.3,0,-1.56,0,0,2.8,0,8304,5.7,14.82,12.5
01/04/2002,52.4,-0.1,55.6,0,93,9.3,0,1.6,0,8065.2,1.3,81551,0,0,0,0,0.6,0,115217,-1.5,1.6,1.75,52.4,-1.7,5460.8,53.5,0,5.1,0,-2.12,0,0,2.9,0,8599,5.9,14.84,12.3
01/05/2002,53.1,0.3,57.9,0,96.9,10.7,0,1.7,0,8089.3,0.3,81724,0,0,0,0,0.7,0,115645,-0.4,1.2,1.75,53.1,-0.4,5494.4,54.8,0,5.6,0,-2.87,0,0,1.2,0,8399,5.8,14.88,11.6
01/06/2002,53.6,0.2,56.4,0,92.4,12.6,8568.1,1.7,-113057,8117.2,-3.2,82741,0,1.4,0,0,0.6,73.9,117641,1.1,1.1,1.75,53.6,1.4,5519.6,52.5,0,5.4,0,-2.25,0,0,2.5,0,8393,5.8,14.94,11.8
01/07/2002,50.2,0.6,53.4,0,88.1,12,0,1.6,0,8108.8,4.6,83036,0,0,0,0,0.7,0,116686,1.5,1.5,1.75,50.2,1.5,5560.7,50.4,0,4.6,0,-1.21,0,0,3.9,0,8390,5.8,14.98,12.1
01/08/2002,50.3,0.1,53.8,0,87.6,8.3,0,1.7,0,8117.7,1.7,83422,0,0,0,0,0.7,0,119165,1.7,1.8,1.75,50.3,2.2,5601.7,50.9,0,4.4,0,-1.49,0,0,4,0,8304,5.7,15.02,12
01/09/2002,50.5,0.7,51.7,0,86.1,3.2,8628,2.4,-112893,8135.9,-5.3,82744,0,2.3,0,0,0.6,75.1,119263,2.2,1.5,1.75,50.5,2.6,5626.2,52.3,0,4.9,0,-1.77,0,0,4.5,0,8251,5.7,15.07,11.7
01/10/2002,49,0.2,45.9,0,80.6,6.5,0,1.8,0,8169.4,-0.1,82028,0,0,0,0,0.7,0,117199,2.3,2,1.75,49,2.8,5670.1,51.4,0,4.7,0,0.72,0,0,-1.7,0,8307,5.7,15.12,11.8
01/11/2002,48.5,0.2,53.3,0,84.2,8,0,1.7,0,8195.9,1.7,83041,0,0,0,0,0.6,0,122665,3.4,2.2,1.25,48.5,3.6,5719.6,52.9,0,4.7,0,1.01,0,0,1.6,0,8520,5.9,15.15,12.1
01/12/2002,51.6,0.6,53.7,0,86.7,6.9,8674.4,1.7,-122694,8226.3,-4.1,81017,10977.51,2,-1.5,57,0.7,76.9,124311,2.8,2.4,1.25,51.6,2.7,5740.4,52.3,0,4.5,287.8,1.16,188.3,0,3.6,0,8640,6,15.21,12.1
01/01/2003,51.3,0.1,54.2,0,82.4,10.5,0,1.7,0,8250.4,3.3,82110,0,0,0,0,0.6,0,122850,2.9,2.6,1.25,51.3,2.7,5772.3,53.3,0,4.5,0,2.47,0,0,4.1,0,8520,5.8,15.22,12
01/02/2003,48.8,0.8,53.7,0,79.9,10.8,0,1.7,0,8267.2,3.1,82779,0,0,0,0,0.6,0,122142,3.2,3,1.25,48.8,2.8,5808.6,52.6,0,4.8,0,3.34,0,0,2.1,0,8618,5.9,15.29,12.1
01/03/2003,46.3,0,49,0,77.6,7.8,8712.5,1.7,-133916,8316.7,-0.4,82580,0,1.6,0,0,0.3,77.8,125935,2.1,3,1.25,46.3,2.2,5828.5,49.1,0,4.6,0,3.97,0,0,4.3,0,8588,5.9,15.29,12
01/04/2003,46.1,0.1,47.5,0,86,12.9,0,1.5,0,8355.8,-2.3,81429,0,0,0,0,0.6,0,123417,1,2.2,1.25,46.1,1.1,5859.5,50.1,0,4.6,0,2.38,0,0,2.4,0,8842,6,15.27,12.6
01/05/2003,49,-0.4,49.8,0,92.1,13.4,0,1.5,0,8411.1,0.7,82172,0,0,0,0,0.5,0,122951,0.5,2.1,1.25,49,0.7,5929.8,52.8,0,5.1,0,2.45,0,0,4,0,8957,6.1,15.33,12.9
01/06/2003,49,-0.3,55,0,89.7,5.8,8809.5,1.4,-128659,8448.6,2.1,84632,0,2,0,0,0.5,79.6,124253,-0.3,2.1,1,49,0,5968.5,54.3,0,4.9,0,2.88,0,0,4.3,0,9266,6.3,15.36,13.2
01/07/2003,51,-0.2,54.8,0,90.9,6.8,0,1.4,0,8566.8,-0.8,85373,0,0,0,0,0.7,0,126735,0.4,2.1,1,51,0.6,6013.4,57.3,0,5.5,0,3.03,0,0,4.3,0,9011,6.2,15.4,13
01/08/2003,53.2,-0.6,59.4,0,89.3,9.1,0,1.3,0,8647.1,0.7,84247,0,0,0,0,0.7,0,124049,0.2,2.2,1,53.2,-0.1,6070.2,59.1,0,5.3,0,3.53,0,0,5.2,0,8896,6.1,15.42,12.3
01/09/2003,52.4,0.4,54.2,0,87.7,8,8939.4,1.3,-129860,8571.4,2.2,86224,0,3.2,0,0,0.8,81,127930,0.7,2.3,1,52.4,0.6,6042,57.6,0,4.5,0,3.52,0,0,6.1,0,8921,6.1,15.42,12.8
01/10/2003,55.2,0.5,54.8,0,89.6,8.4,0,1.3,0,8605.3,2.9,88195,0,0,0,0,0.6,0,129466,1.1,2,1,55.2,1.1,6032.3,58.7,0,4.6,0,3.41,0,0,5.2,0,8732,6,15.43,12.2
01/11/2003,58.4,0.2,61.1,0,93.7,0.9,0,1.4,0,8677.4,-0.3,90513,0,0,0,0,0.8,0,130355,1.4,1.8,1,58.4,1.7,6037.2,57.5,0,4.7,0,3.44,0,0,5.9,0,8576,5.8,15.47,12.1
01/12/2003,60.1,0.3,62,0,92.6,11,9008.8,1.4,-126316,8711.5,-1.1,90164,11510.67,4.4,-3.3,59.7,0.9,82.3,134228,1.9,1.9,1,60.1,2,6035.2,56.8,0,4.8,290.33,3.96,188.6,0,4.6,0,8317,5.7,15.47,11.7
01/01/2004,60.8,0.1,64.7,0,103.8,10.9,0,1.6,0,8752.7,-2,90056,0,0,0,0,0.7,0,134408,1.5,2,1,60.8,1.5,6043.3,61.2,0,4.5,0,3.27,0,0,4.7,0,8370,5.7,15.5,12
01/02/2004,59.9,0.9,62.3,0,94.4,7.1,0,1.7,0,8791.8,2.6,93882,0,0,0,0,0.8,0,138204,1.8,1.7,1,59.9,2.1,6083.4,58,0,4.5,0,2.11,0,0,7,0,8167,5.6,15.54,11.7
01/03/2004,60.6,0.8,57.9,0,95.8,14.4,9096.4,1.7,-137062,8838.9,5.3,96519,0,4.4,0,0,0.7,82.4,143003,1.5,1.7,1,60.6,1.8,6118.6,58.3,0,4.5,0,1.46,0,0,6.9,0,8491,5.8,15.56,12
01/04/2004,60.6,0.7,64.1,0,94.2,3,0,1.9,0,8883.2,-3.7,95754,0,0,0,0,0.8,0,143232,2.7,2.3,1,60.6,3.1,6153.1,59.6,0,4.7,0,3.66,0,0,6.1,0,8170,5.6,15.59,11.6
01/05/2004,61.4,0.6,65.4,0,90.2,8.1,0,1.9,0,8959.1,-0.3,97259,0,0,0,0,1,0,145428,3.5,3.1,1,61.4,3.8,6240.4,58.5,0,4.7,0,4.86,0,0,7.6,0,8212,5.6,15.64,12.1
01/06/2004,60.5,1,60.9,0,95.6,7.2,9155.5,2,-156240,8988.2,1,94853,0,4.2,0,0,1,83.6,149555,2.5,3.3,1.25,60.5,2.6,6244.8,58.6,0,5,0,3.99,0,0,5.1,0,8286,5.6,15.67,12
01/07/2004,59.9,1,63.1,0,96.7,9.1,0,2,0,9014.5,0.8,96474,0,0,0,0,0.8,0,147767,2.8,2.9,1.25,59.9,3.3,6255.7,58.5,0,4.6,0,3.85,0,0,5.2,0,8136,5.5,15.7,12.1
01/08/2004,58.5,0.8,59.8,0,95.9,6.3,0,1.9,0,9048.3,-1.1,96909,0,0,0,0,0.7,0,150225,3.1,2.7,1.5,58.5,4.2,6280.3,57.3,0,4.6,0,3.34,0,0,3.6,0,7990,5.4,15.74,11.5
01/09/2004,57.4,0,63.2,0,94.2,16.7,9243,2,-159019,9065.9,1.8,98277,0,3.4,0,0,0.8,84.5,149765,2.6,2.5,1.75,57.4,3.3,6314.8,57.9,0,3.9,0,3.26,0,0,6.1,0,7927,5.4,15.78,11.7
01/10/2004,56.3,0.6,66.8,0,91.7,16.6,0,2.1,0,9109.1,-1.4,99773,0,0,0,0,0.7,0,154734,3.4,3.2,1.75,56.3,4.3,6342.4,58.8,0,3.8,0,4.47,0,0,7.2,0,8061,5.5,15.81,12.1
01/11/2004,56.2,1.1,64.2,0,92.8,7,0,2.1,0,9118.1,3.8,99533,0,0,0,0,0.9,0,158352,2.8,3.5,2,56.2,3.1,6369.4,58.4,0,3.5,0,4.98,0,0,6.3,0,7932,5.4,15.84,11.5
01/12/2004,57.2,0.2,61.7,0,97.1,8.5,9337.8,2.1,-179272,9457.5,0.1,102259,12274.93,3.1,-3.4,60.8,0.8,85.9,156760,3.6,3.3,2.25,57.2,4,6388.4,59.6,0,6.3,293.05,4.22,192.5,0,8,0,7934,5.4,15.87,11.7
01/01/2005,56.8,0.9,62.7,0,95.5,4.5,0,2.2,0,9147.5,0.5,103059,0,0,0,0,0.8,0,158620,3.8,3,2.25,56.8,4.9,6393.4,58,0,3.2,0,4.13,0,0,6.4,0,7784,5.3,15.91,11.6
01/02/2005,55.5,0.7,65.9,0,94.1,14.8,0,2.2,0,9178.1,0.9,103867,0,0,0,0,0.7,0,161321,3.9,3,2.5,55.5,4.9,6403.1,59.4,0,2.9,0,4.68,0,0,6.9,0,7980,5.4,15.93,12.4
01/03/2005,55.2,0.6,65,0,92.6,8.6,9409.2,2.2,-169508,9234.1,-4.4,104805,0,3.6,0,0,1,86,157424,4.3,3.1,2.75,55.2,4.6,6412.9,58,0,2.9,0,4.99,0,0,5.2,0,7737,5.2,15.97,11.8
01/04/2005,52.2,0.5,65.4,0,87.7,12.3,0,2.1,0,9278.7,4.5,106865,0,0,0,0,0.9,0,163980,3.9,3.5,2.75,52.2,4.5,6419.9,55.6,0,2.2,0,4.82,0,0,7.5,0,7672,5.2,16.01,11.8
01/05/2005,50.8,0.1,53.4,0,86.9,0.1,0,2.2,0,9325.7,5.7,106231,0,0,0,0,0.8,0,162495,3.3,2.8,3,50.8,4.1,6445.7,55.3,0,3,0,3.63,0,0,4.9,0,7651,5.1,16.04,11.7
01/06/2005,52.4,0,57,0,96,15.2,9511.5,2.1,-179354,9358.1,1.4,106314,0,3.4,0,0,0.9,87.2,164574,4.6,2.5,3.25,52.4,5,6480.8,58.1,0,2.3,0,3.7,0,0,9.2,0,7524,5,16.08,11.1
01/07/2005,52.8,-0.4,61.2,0,96.5,9.4,0,2,0,9421.6,-5.9,106679,0,0,0,0,1,0,164742,3.4,3.2,3.25,52.8,3.7,6509.9,59.5,0,1.9,0,4.71,0,0,8.8,0,7406,5,16.15,10.7
01/08/2005,52.4,0.4,52.3,0,89.1,9.8,0,2.1,0,9475,3.9,107997,0,0,0,0,0.8,0,166385,3.6,3.6,3.25,52.4,3.6,6537.6,61.3,0,2.4,0,5.25,0,0,7.6,0,7345,4.9,16.17,11.1
