Date,us_business_confidence,us_business_inventories,us_chicago_pmi,us_composite_pmi,us_consumer_confidence,us_consumer_credit_change,us_consumer_spending,us_core_pceinflation_rate,us_current_account,us_disposasble_personal_income,us_durable_goods_orders,us_exports,us_gdp,us_gdp_yoy,us_government_budget,us_government_debt_to_gdp,us_house_price_index,us_households_debt_to_gdp,us_imports,us_industrial_production,us_inflation_rate,us_interest_rate,us_manufacturing_pmi,us_manufacturing_production,us_money_supply_m2,us_non_manufacturing_pmi,us_personal_income_tax_rate,us_personal_savings_ratio,us_population,us_ppi_change_yoy,us_private_debt_to_gdp,us_producer_prices,us_retail_sales_yoy,us_services_pmi,us_unemployed_persons,us_unemployment_rate,us_wages,us_youth_unemployment_rate
01/08/2012,50.3,0.6,54.1,0,74.3,17.4,0,1.6,0,12295.3,-9.8,183265,0,0,0,0,0.6,0,227372,2.3,1.7,0.25,49.6,2.1,10098.3,53,0,7.1,0,1.93,0,0,4.7,0,12471,8.1,19.74,16.7
01/09/2012,51.9,0.6,51.9,0,78.3,9.8,10424.1,1.7,-100224,12395.5,7.1,188647,0,2.4,0,0,0.4,81.1,228711,2.3,2,0.25,51.5,1.7,10180.6,54.7,0,7.2,0,2.13,0,0,4.7,0,12115,7.8,19.78,15.4
01/10/2012,50.5,0.2,48.3,0,82.6,17.7,0,1.7,0,12500.2,0.6,182988,0,0,0,0,0.6,0,226029,1.9,2.2,0.25,51.7,0.9,10239.1,54.2,0,7.8,0,2.35,0,0,4,0,12124,7.8,19.8,16.1
01/11/2012,49,0.3,48.8,0,82.7,17.7,0,1.6,0,12666.3,0.1,185747,0,0,0,0,0.4,0,232414,2.5,1.8,0.25,49.5,2,10299.1,54.8,0,8.8,0,1.46,0,0,4,0,12005,7.7,19.85,15.9
01/12/2012,50,0.2,51.3,0,72.9,11.8,10453.2,1.6,-99016,13022.5,5.5,189591,16155.26,1.3,-6.8,100.1,0.6,80.8,227661,2.3,1.7,0.25,50.7,2.1,10423.6,55.6,0,11,315.2197,1.36,197.7,0,4.5,0,12298,7.9,19.89,16.6
01/01/2013,53.1,0.9,53.4,0,73.8,16.2,0,1.5,0,12261.4,-5.8,188751,0,0,0,0,0.7,0,229794,1.6,1.6,0.25,53.1,0.9,10452.7,55.3,0,4.9,0,1.46,0,0,4.3,0,12470,8,19.94,16.8
01/02/2013,54.5,0.1,55.7,0,77.6,21.1,0,1.5,0,12363,5.7,190448,0,0,0,0,0.6,0,233066,1.9,2,0.25,54.2,1,10449.4,56.1,0,4.7,0,1.76,0,0,4.1,0,11954,7.7,19.99,16.2
01/03/2013,52.4,-0.1,55.3,0,78.6,10.4,10502.3,1.4,-94637,12396.7,-7.6,188248,0,1.3,0,0,1.1,79.9,224197,2.7,1.5,0.25,51.3,1.3,10519.8,55.2,0,4.8,0,1.13,0,0,3,0,11672,7.5,20.01,16.1
01/04/2013,50.2,0.2,50.1,0,76.4,10.2,0,1.3,0,12412.5,4,189485,0,0,0,0,0.5,0,228412,1.8,1.1,0.25,50.7,0.3,10553.4,53.8,0,4.9,0,0.51,0,0,3.1,0,11752,7.6,20.03,16.1
01/05/2013,50,-0.2,57.4,0,84.5,15.1,0,1.3,0,12471.2,5,188438,0,0,0,0,0.9,0,231277,1.7,1.4,0.25,49,1,10587.2,54.3,0,5.3,0,1.6,0,0,3.7,0,11657,7.5,20.06,16.2
01/06/2013,52.6,-0.1,53.2,0,84.1,11,10523.9,1.3,-90541,12528.4,4.2,191198,0,1,0,0,0.6,79.6,227163,1.8,1.8,0.25,50.9,0.9,10639.9,54,0,5.4,0,2.28,0,0,5.1,0,11741,7.5,20.12,16.1
01/07/2013,54,0.4,52.1,0,85.1,14.5,0,1.3,0,12532.6,-10.6,190614,0,0,0,0,0.6,0,228284,1,2,0.25,55.4,0,10700.7,54.9,0,5.2,0,2.07,0,0,5.3,0,11350,7.3,20.14,15.5
01/08/2013,55.3,0.5,53.7,0,82.1,15.3,0,1.3,0,12588.7,2.9,190719,0,0,0,0,0.4,0,228802,2.2,1.5,0.25,55.7,1.2,10754.5,56.7,0,5.4,0,1.38,0,0,3.9,0,11284,7.3,20.18,15.5
01/09/2013,55.4,0.5,56.8,0,77.5,17.5,10573.1,1.3,-88709,12636.2,4.3,190791,0,1.7,0,0,0.5,79.6,232108,2.7,1.2,0.25,56.2,1.4,10809.4,53.6,0,5.3,0,0.31,0,0,2.9,0,11264,7.2,20.22,15
01/10/2013,55.4,0.6,62.1,0,73.2,17.6,0,1.3,0,12611.2,-2.9,194342,0,0,0,0,0.4,0,232143,2.3,1,0.25,56.4,1.7,10920.4,54.4,0,4.8,0,0.31,0,0,3.4,49.3,11133,7.2,20.25,15
01/11/2013,56.2,0.6,62.3,56.2,75.1,12.6,0,1.3,0,12635.1,6.1,195830,0,0,0,0,0,0,230681,2.1,1.2,0.25,57.3,0.9,10929.8,53.7,0,4.6,0,0.72,0,0,3.4,55.9,10792,6.9,20.32,14.2
01/12/2013,56,0.4,59.9,56.1,82.5,14.4,10662.2,1.3,-75656,12624.8,-3.2,194591,16691.52,2.7,-4.1,101.2,0.5,79,229405,2.1,1.5,0.25,57,0.1,10984.9,52.9,0,4.7,317.474,1.24,196.5,0,3.3,55.7,10410,6.7,20.34,13.5
01/01/2014,52.4,0.5,58.6,56.2,81.2,18.8,0,1.2,0,12698.5,-3.8,194564,0,0,0,0,0.6,0,233540,1.7,1.6,0.25,51.3,-0.6,11037.5,54.7,0,5.3,0,1.2,0,0,1.6,56.7,10240,6.6,20.4,14.3
01/02/2014,54.8,0.5,61.3,54.1,81.6,18.1,0,1.2,0,12771.3,3.6,193642,0,0,0,0,0.4,0,235436,2.1,1.1,0.25,53.2,0,11118.5,53.1,0,5.3,0,0.9,0,0,1.8,53.3,10383,6.7,20.49,14.3
01/03/2014,55,0.3,60.9,55.7,80,18.6,10713.4,1.3,-91271,12849,1.7,198684,0,1.7,0,0,0.4,78.4,240401,2.7,1.5,0.25,53.7,0.9,11161.3,54.1,0,5.4,0,1.4,0,0,3.8,55.3,10400,6.7,20.48,14.5
01/04/2014,55.3,0.4,63.6,55.6,84.1,23.7,0,1.4,0,12891.7,1.1,197822,0,0,0,0,0.3,0,242243,3,2,0.25,54.9,1.3,11217.4,55.2,0,5.5,0,2.1,0,0,5.1,55,9705,6.2,20.51,12.8
01/05/2014,55.5,0.4,66.1,58.6,81.9,18.8,0,1.5,0,12943.2,-1.5,199875,0,0,0,0,0.2,0,240723,3.3,2.1,0.25,55.4,1.3,11282.6,56.8,0,5.7,0,2,0,0,4.9,58.1,9740,6.3,20.55,13.2
01/06/2014,55.4,0.1,63.1,61,82.5,15.7,10805.1,1.5,-87897,13000.7,2.3,199153,0,2.7,0,0,0.5,78.2,238918,3.5,2.1,0.25,55.3,1.4,11330.7,56.6,0,5.8,0,1.9,0,0,4.6,61,9460,6.1,20.59,13.3
01/07/2014,55.6,0.4,51.8,60.6,81.8,22,0,1.5,0,13028.6,22.1,199490,0,0,0,0,0.4,0,239237,4.1,2,0.25,57.1,2.7,11405.8,57,0,5.9,0,1.7,0,0,4.2,60.8,9637,6.2,20.62,13.6
01/08/2014,57.9,0.2,63.2,59.7,82.5,16,0,1.5,0,13068.4,-17.9,199920,0,0,0,0,0.5,0,238065,3.3,1.7,0.25,59,1.3,11443.6,58.2,0,5.6,0,1.8,0,0,5.3,59.5,9616,6.2,20.67,13
01/09/2014,55.9,0.1,61,59,84.6,16.6,10909.9,1.5,-91881,13086.5,-1.3,197418,0,3.2,0,0,0.2,78,239485,3.1,1.7,0.25,56.6,1.2,11481.4,57.6,0,5.7,0,1.6,0,0,5.1,58.9,9255,5.9,20.68,13.7
01/10/2014,57.4,0.3,60.9,57.2,86.9,11.7,0,1.6,0,13123.2,-2.2,200144,0,0,0,0,0.5,0,240772,3.2,1.7,0.25,59,1.1,11521.7,56.1,0,5.6,0,1.5,0,0,4.9,57.1,8964,5.7,20.71,12.7
01/11/2014,57.6,0.1,60.2,56.1,88.8,15.6,0,1.4,0,13163.8,-0.9,198017,0,0,0,0,0.4,0,237607,3.7,1.3,0,58.7,2,11564.7,58.8,0,5.5,0,1.4,0,0,5,56.2,9060,5.8,20.77,12.7
01/12/2014,54.9,0,57.7,53.5,93.6,26.2,11045.2,1.3,-102751,13204.1,-2,197177,17393.1,2.7,-2.8,103.3,0.9,77.9,239813,3.2,0.8,0.25,55.5,1.6,11630.5,56.3,0,5.7,319.849,1.1,198.7,0,3.9,53.3,8718,5.6,20.73,12.4
01/01/2015,54.3,0,58.4,54.4,98.1,14.1,0,1.3,0,13265.6,1.4,191774,0,0,0,0,0.2,0,233593,2.9,-0.1,0.25,53.5,2.3,11706.5,57.2,0,5.6,0,0,0,0,4.1,54.2,8962,5.7,20.81,12.2
01/02/2015,53.5,0.3,48.1,57.2,95.4,19,0,1.4,0,13315.8,-3.3,190110,0,0,0,0,0.6,0,226309,1.7,0,0.25,52.9,0.7,11826.3,57.9,0,5.7,0,-0.5,0,0,2.4,57.1,8663,5.5,20.82,11.9
01/03/2015,52.3,0.1,48.9,59.2,93,22.7,11145.3,1.3,-108029,13304.6,5,191051,0,3.8,0,0,0.4,77.1,240092,0.5,-0.1,0.25,51.5,0.2,11845.7,57.3,0,5.3,0,-0.9,0,0,2.9,59.2,8538,5.4,20.89,12.3
01/04/2015,51.5,0.4,53.6,57,95.9,20.8,0,1.2,0,13353.4,-1.5,192593,0,0,0,0,0.4,0,233317,-0.1,-0.2,0.25,51.5,0.3,11895.9,57.5,0,5.7,0,-1.1,0,0,2,57.4,8521,5.4,20.92,11.6
01/05/2015,52.8,0.1,49.6,56,90.7,18.1,0,1.2,0,13429.3,-2.8,190972,0,0,0,0,0.6,0,230731,-0.8,0,0.25,52.8,0.1,11937.1,56.6,0,5.7,0,-0.8,0,0,2.7,56.2,8655,5.5,20.99,12.2
01/06/2015,53,0.7,48.4,54.6,96.1,24.7,11227.9,1.3,-106496,13352.5,5.6,190685,0,3.3,0,0,0.4,79.1,233181,-1.4,0.1,0.25,53.5,-0.6,11982.4,56,0,5.8,0,-0.5,0,0,2.6,54.8,8251,5.3,21,12
01/07/2015,51.7,0.1,52.6,55.7,93.1,18.2,0,1.2,0,13407.8,-0.7,190262,0,0,0,0,0.4,0,230706,-0.9,0.2,0.25,52.7,-0.2,12059.1,59,0,5.8,0,-0.7,0,0,3.1,55.7,8235,5.2,21.04,11.7
01/08/2015,51,0,53.1,55.7,91.9,13.3,0,1.3,0,13456,-1.9,186924,0,0,0,0,0.2,0,231174,-0.9,0.2,0.25,51.1,0.1,12138.5,58.6,0,5.9,0,-1,0,0,2.3,56.1,8017,5.1,21.1,10.9
01/09/2015,50.1,0.3,47.9,55,87.2,27.5,11304.6,1.3,-116563,13477.1,-2.7,187263,0,2.4,0,0,0.7,79.1,229325,-1.4,0,0.25,50.2,-0.2,12195,56.3,0,5.9,0,-1.1,0,0,2.5,55.1,7877,5,21.12,11.1
01/10/2015,49.6,-0.1,53.5,55,90,15.4,0,1.3,0,13601.9,2.7,185501,0,0,0,0,0.5,0,227098,-1.7,0.2,0.25,50.1,0,12200.4,58.1,0,6.1,0,-1.4,0,0,1.9,54.8,7869,5,21.19,11.1
01/11/2015,48.7,-0.2,47.4,55.9,91.3,18.7,0,1.3,0,13630.9,-0.5,183854,0,0,0,0,0.6,0,224781,-3,0.5,0.25,48.6,-0.9,12288.1,55.8,0,6,0,-1.3,0,0,1.9,56.1,7939,5,21.21,11.2
01/12/2015,47.9,0,42.5,54,92.6,6.9,11379.3,1.4,-103509,13654.4,-2.2,182919,18036.65,2,-2.5,101.2,0.5,79.2,224044,-3.3,0.7,0.5,48.2,-0.8,12330,55.2,0,6.1,322.0601,-1.1,198.7,0,3.1,54.3,7927,5,21.26,11.2
01/01/2016,48.6,0,55,53.2,92,16.7,0,1.7,0,13682.4,2.6,178660,0,0,0,0,0.6,0,222070,-2,1.4,0.5,48.2,0.1,12418.3,54,0,6.2,0,0,0,0,2.8,53.2,7829,4.9,21.32,10.3
01/02/2016,49.7,-0.2,49.3,50,91.7,13.4,0,1.7,0,13688.5,-4.7,180892,0,0,0,0,0.3,0,226182,-2.1,1,0.5,49.5,0.4,12472.8,54.3,0,6,0,0,0,0,3.9,49.7,7845,4.9,21.33,10.5
01/03/2016,51.7,0.4,53.1,51.3,91,24,11430.5,1.6,-119210,13719.3,1.3,179897,0,1.6,0,0,0.8,78.4,217277,-2.4,0.9,0.5,51.8,-0.1,12567.2,54.9,0,6.2,0,-0.1,0,0,2,51.3,7977,5,21.4,10.4
01/04/2016,50.7,0.2,50.7,52.4,89,19.2,0,1.6,0,13855.4,4.8,181895,0,0,0,0,0.3,0,220317,-1.7,1.1,0.5,50.8,-0.2,12652.2,55.7,0,5.9,0,0,0,0,2.7,52.8,7910,5,21.46,10.8
01/05/2016,51,0.1,50.3,50.9,94.7,20.9,0,1.6,0,13891.1,-3,182166,0,0,0,0,0.4,0,223686,-1.5,1,0.5,51.3,-0.3,12733,53.6,0,6,0,-0.1,0,0,2.1,51.3,7451,4.7,21.48,10.4
01/06/2016,52.8,0.3,55.5,51.2,93.5,14.5,11537.7,1.6,-108200,13941,-4.8,183770,0,1.3,0,0,0.4,78.8,227605,-0.8,1,0.5,53.2,0.2,12807.6,56.1,0,5.8,0,0.3,0,0,3.2,51.4,7799,4.9,21.53,10.7
01/07/2016,52.3,0,54.6,51.8,90,16.7,0,1.6,0,14059.9,4.1,185330,0,0,0,0,0.5,0,226624,-1.2,0.8,0.5,52.6,-0.3,12893.3,54.9,0,5.8,0,-0.2,0,0,2.2,51.4,7749,4.9,21.59,10.8
01/08/2016,49.4,0.3,51.6,51.5,89.8,25.1,0,1.7,0,14075.7,0.6,187385,0,0,0,0,0.7,0,228514,-1.3,1.1,0.5,49.4,-0.6,13005.8,51.7,0,6,0,0,0,0,2.1,51,7853,4.9,21.62,10.2
01/09/2016,51.7,0.2,54,52.3,91.2,17.9,11618.1,1.7,-110270,14107.2,-0.5,188123,0,1.5,0,0,0.7,79.4,226588,-1.2,1.5,0.5,51.5,-0.1,13070.6,56.6,0,5.7,0,0.7,0,0,3.2,52.3,7904,4.9,21.68,10.3
01/10/2016,52,-0.3,51.8,54.9,87.2,21,0,1.7,0,14226.5,6.1,185599,0,0,0,0,0.3,0,228668,-0.8,1.6,0.5,51.9,-0.1,13137.5,54.6,0,5.3,0,0.8,0,0,4,54.8,7740,4.8,21.72,10.4
01/11/2016,53.5,0.8,57.2,54.9,93.8,24.5,0,1.6,0,14225.1,-4.6,184848,0,0,0,0,0.7,0,231221,-0.4,1.7,0.5,53.2,0.2,13223.2,56.2,0,4.9,0,1.3,0,0,3.7,54.6,7409,4.6,21.74,10.1
01/12/2016,54.5,0.4,53.9,54.1,98.2,11.8,11702.1,1.7,-114006,14281.2,0.3,189507,18569,2,-3.2,106,0.5,79.5,234114,0.8,2.1,0.75,54.7,0.7,13246.9,56.6,39.6,4.5,324,1.6,200,0,4,53.9,7529,4.7,21.8,10
01/01/2017,56,0.3,50.3,55.8,98.5,15.1,0,1.7,0,14345.4,0.3,191698,0,0,0,0,0.2,0,240473,0,2.5,0.75,56,0.5,13270.1,56.5,0,5,0,1.6,0,0,5.6,55.6,7635,4.8,21.83,10.1
01/02/2017,57.7,0.3,57.4,54.1,96.3,18.5,0,1.8,0,14402.2,1.4,192311,0,0,0,0,0.8,0,236818,0.4,2.7,0.75,57.7,1,13313.1,57.6,0,5.3,0,2.2,0,0,4.7,53.8,7528,4.7,21.86,9.9
01/03/2017,57.2,0.2,57.7,53,96.9,14,11758,1.6,-116781,14428.5,2.4,192218,0,2.1,0,0,0.8,78.7,237029,1.4,2.4,1,57.2,0.5,13390.6,55.2,0,5.3,0,2.3,0,0,4.8,52.8,7202,4.5,21.9,9.1
01/04/2017,54.8,-0.2,58.3,53.2,97,12.8,0,1.5,0,14432.5,-0.8,191569,0,0,0,0,0.6,0,238944,2,2.2,1,54.8,1.7,13435.6,57.5,0,5.3,0,2.5,0,0,4.5,53.1,7056,4.4,21.96,9.4
01/05/2017,54.9,0.3,59.4,53.6,97.1,18.1,0,1.4,0,14490.1,0,192308,0,0,0,0,0.3,0,238703,2.1,1.9,1,54.9,1.3,13495.5,56.9,0,5.5,0,2.4,0,0,4.2,53.6,6861,4.3,21.99,8.8
01/06/2017,57.8,0.5,65.7,53.9,95.1,11.5,11854.4,1.5,-123137,14364.7,6.4,194946,0,2.2,0,0,0.1,78.2,238489,2.1,1.6,1.25,57.8,1.3,13519.3,57.4,0,3.8,0,2,0,0,3.4,54.2,6977,4.4,22.03,9.1
01/07/2017,56.3,0.3,58.9,54.6,93.4,17.7,0,1.4,0,0,-6.8,194381,0,0,0,0,0,0,238071,2.2,1.7,1.25,56.3,1.2,13602.2,53.9,0,3.5,0,1.9,0,0,4.2,54.7,6981,4.3,22.09,9
01/08/2017,58.8,0.7,58.9,55.3,96.8,13.1,0,1.3,0,0,1.7,0,0,0,0,0,0.7,0,0,0,0,1.25,58.8,0,13647,55.3,0,0,0,0,0,0,0,56,0,0,22.14,0
01/09/2017,0,0,65.2,0,0,20.83,11922,1.3,-100600,14465,2.2,196816,0,2.4,0,0,0.3,78.5,240311,1.6,2.2,1.25,60.8,1,13692,59.8,0,3.1,0,2.6,0,113,4.4,0,0,0,22.23,9.1
01/10/2017,58.7,-0.1,66.2,55.2,101,20.52,0,1.4,0,14513,-1.2,195907,0,0,0,0,0.5,0,244639,2.9,2,0,58.7,0,13747,60.1,0,3.2,0,2.8,0,0,4.6,55.3,6520,4.1,22.22,9
01/11/2017,58.2,0.4,63.9,54.6,97.8,27.95,0,1.5,0,14566,1.3,200222,0,0,0,0,0.4,0,250719,3.4,2.2,1.25,58.2,0,13785,57.4,0,2.9,0,3.1,0,0,5.8,54.7,6610,4.1,22.24,9.6
01/12/2017,59.7,0.4,67.6,53,96.8,18.45,12028,1.5,-128158,14589,2.9,203351,19391,2.8,-3.5,105,0.3,78.7,256469,3.6,2.1,1.5,59.7,2.5,13844,55.9,0,2.4,326,2.6,200,0,5.4,52.4,6576,4.1,22.3,8.9
01/01/2018,59.1,0.6,65.7,53.8,94.4,13.91,0,1.5,0,14731,-3.7,200910,0,0,0,0,0.8,0,257510,3.7,2.1,1.5,59.1,2.4,13838,59.9,0,3.2,0,2.7,0,0,3.6,53.3,6684,4.1,22.34,9.2
01/02/2018,60.8,0.6,61.9,55.9,99.9,10.6,0,1.6,0,14795,3.1,204445,0,0,0,0,0.6,0,262037,4.4,2.2,1.5,60.7,2.4,13858,59.5,0,3.4,0,2.8,0,0,4,55.9,6706,4.1,22.4,9
01/03/2018,59.3,0,57.4,54.3,102,11.6,12067,1.9,-124105,14810,2.6,208530,0,2.9,0,0,0.1,77.3,257480,4.3,2.4,1.75,59.3,1.8,13918,58.8,0,3.1,0,3,0,0,4.5,54.1,6585,4.1,22.42,8.5
01/04/2018,57.3,0.3,57.6,54.8,97.8,9.26,0,1.8,0,14861,-1.7,211245,0,0,0,0,0.1,0,257444,3.5,2.5,1.75,57.9,2.5,13951,56.8,0,2.8,0,2.6,0,0,4.7,54.4,6346,3.9,22.51,8.4
01/05/2018,58.7,0.4,62.7,55.7,98.8,24.56,0,2,0,14930,-0.6,215330,0,0,0,0,0.2,0,258380,3.5,2.8,1.75,58.7,3,14025,58.6,0,6.6,0,3.1,0,0,5.9,55.7,6065,3.8,22.59,8.7
01/06/2018,60,0.1,64.1,56,99.3,10.2,12848,1.9,-101460,15520,1,213810,0,3.2,0,0,0.2,0,260160,3.8,2.9,2,60,1.8,14112,58.7,0,6.5,0,3.4,0,0,6.1,56.5,6564,4,22.62,8.9
01/07/2018,58.4,0.6,65.5,55.9,97.9,16.64,0,2,0,15566,-1.7,211077,0,0,0,0,0.2,0,261159,4.2,2.9,2,58.4,1.7,14147,56.7,0,6.4,0,3.3,0,0,6.6,56.2,6280,3.9,22.65,8.6
01/08/2018,60.8,0.5,63.6,55,96.2,20.08,0,2,0,15617,4.5,209433,0,0,0,0,0.3,0,262670,4.9,2.7,2,60.8,1.9,14217,58.5,0,6.4,0,2.8,0,0,6.4,55.2,6234,3.9,22.73,8.4
01/09/2018,59.5,0.3,60.4,53.4,100.1,10.92,12969,2,-124817,15651,0.8,212565,0,3.1,0,0,0.2,0,266584,5.4,2.3,2.25,59.5,3.5,14254,60.8,0,6.4,0,2.6,0,0,3.9,52.9,5964,3.7,22.81,8.5
01/10/2018,57.5,0.6,58.4,54.8,98.6,25.38,0,1.8,0,15700,-4.4,211046,0,0,0,0,0.3,0,266534,4.1,2.5,2.25,57.5,2,14272,60,0,6.4,0,2.9,0,0,4.8,54.7,6075,3.7,22.89,8.3
01/11/2018,58.5,-0.1,66.4,54.4,97.5,22.2,0,1.9,0,15743,0.6,209873,0,0,0,0,0.4,0,259186,4.1,2.2,2.25,58.8,2,14318,60.4,0,6.2,0,2.5,0,0,4,54.4,5975,3.7,22.95,8.1
01/12/2018,54.3,0,65.4,53.6,98.3,16.55,0,1.9,0,0,1.1,0,20500.6,2.5,0,0,0,0,0,3.8,1.9,2.5,54.3,2.6,14455,58,0,7.7,0,2.5,0,0,1.4,53.4,6294,3.9,23.05,8.7
01/01/2019,56.6,0,56.7,54.5,91.2,0,0,1.8,0,0,0.5,0,0,0,0,0,0,0,0,3.6,1.6,2.5,56.6,2.4,14467,56.7,0,7.2,0,2,0,0,2.6,54.2,6535,4,23.12,9.1
01/02/2019,54.2,0,0,55.8,93.8,0,0,1.6,0,0,-2.6,0,0,0,0,0,0,0,0,2.7,1.5,2.5,54.2,0.8,14478,59.7,0,7.3,0,0,0,0,1.9,56.2,0,3.8,0,0
01/03/2019,55.3,,,,98.4,,,1.8,,,1.7,,,2.7,,,,,,2.3,1.9,2.5,55.3,0.7,14509,56.1,,6.5,,,,,3.8,,,3.8,,
01/04/2019,52.8,,,,97.2,,,1.6,,,-2.8,,,0,,,,,,0.7,2,2.5,52.8,-0.6,14513,55.5,,6.2,,,,,3.8,,,3.6,,
01/05/2019,52.1,,,,100,,,1.6,,,-2.3,,,0,,,,,,1.7,1.8,2.5,52.1,0.3,14612,56.9,,,,,,,3,,,3.6,,
01/06/2019,51.7,,,,98.2,,,1.6,,,1.8,,,2.3,,,,,,1,1.6,2.5,51.7,0.2,,55.1,,,,,,,3.3,,,3.7,,
01/07/2019,51.2,,,,98.4,,,1.6,,,2.1,,,0,,,,,,0.4,1.8,2.25,51.2,-0.6,,53.7,,,,,,,3.5,,,3.7,,
01/08/2019,49.1,,,,89.8,,,1.6,,,0.2,,,0,,,,,,0.4,1.7,2.25,49.1,-0.4,,56.4,,,,,,,4.4,,,3.7,,
01/09/2019,47.8,,,,93.2,,,1.8,,,-1.5,,,2.1,,,,,,-0.2,1.7,2,47.8,-1.1,,52.6,,,,,,,4,,,3.5,,
01/10/2019,48.3,,,,95.5,,,1.7,,,0.2,,,0,,,,,,-1.3,1.8,1.75,48.3,-1.7,,54.7,,,,,,,3.2,,,3.6,,
01/11/2019,48.1,,,,96.8,,,1.6,,,-2,,,0,,,,,,-0.8,2.1,1.75,48.1,-0.8,,53.9,,,,,,,3.3,,,3.5,,
01/12/2019,,,,,99.2,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,